Name,Item,2007-12-31,2008-12-31,2009-12-31,2010-12-31,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-12-31
한일진공,순부채,3398598,1987644,2375241,-4379346,3494666.64,3857514.16,-19565812.07,-16821731.54,-19697062.49,14682077.13,13435387.81,-50821352.04,-17622209.91,-5566375.4
한일진공,자본총계,2620311,4162472,4221538,6093051,12580366.94,17284599.72,45014519,43857393,51339205.56,70606485.68,103950238.7,130360818.5,101341497.4,137429840.2
한일진공,매출액,6156324,10062678,10522783,27888590,35686533.91,41631570.25,42014888.78,12661254.21,26128455.45,19941436.78,22873827.08,51064090.03,26220460.96,15667649.49
한일진공,매출총이익,928317,1791792,2414213,5315430,9824418.64,12272462.52,12279283.92,963820.99,8192355.48,4474571.5,3504839.38,11955503.81,3221542.04,-849018.23
한일진공,영업이익,-546591,215328,629832,2246952,6650030.69,9227921.88,8779780.58,-2066212.97,4244719.35,-993081.12,-3560218.41,302545.3,-8377620.55,-8738127.75
한일진공,당기순이익,-817998,384292,63616,1871513,5599562.62,7214896.16,2844335.65,-869592.9,5952769.51,13857790.99,22732103.19,-13268460.95,-29412022.8,10833664.49
한일진공,이자비용,262996,280886,209337,160437,193008,358921,369677,155170,52973,735294,1976075,861173,853710,526762
한일진공,EBITDA2,-166905,669716,1149154,2674518,7148263.69,9974966.88,9883689.35,-1066207.13,5193186.46,29271.1,-1750622.19,2257703.12,-6088463.69,-6894496.57
아이씨케이,유동자산,12521082,13190812,15045006,19216178,23253299.45,26836472.07,28734887.87,25427695.43,26628876.09,31586144.03,20337069.06,19523843.13,27513377.74,26448474.81
아이씨케이,재고자산,5531970,5726403,6476982,5701601,6915833.05,8914115.09,6567935.87,8003468.61,5275529.32,5073794.92,6328402.78,5823787.65,6020621.06,5455256.28
아이씨케이,매출채권및기타채권,1878931,2649450,2786200,3947831,3314579,3346882,3825373,3372361,9924611,8638307,4929793,3901687,4256822,2516387
아이씨케이,당좌자산,6989112,7464409,8568025,13514577,16337466.46,17922356.39,22166953.06,17424227.26,21353346.12,26512347.92,14008666.43,13700056.57,21492757.55,20993219.15
아이씨케이,부채총계,11731846,12547955,11280297,8409185,11178977.8,10205037.7,10137429.53,10524781.72,10457140.68,13331146.77,12565657.59,13521478.58,21048948.21,18352905.12
아이씨케이,유동부채,9398499,10137044,9256433,7339985,8182183.62,7505366.11,7935764.96,7768976,8465480.99,10258080.83,9863951.73,12205422.99,16260062.8,13227767.4
아이씨케이,순부채,5476409,6174829,3834083,-3054724,-5199863.91,-7263952.89,-9246981.3,-7010299.73,-3124966.44,-5268657.92,332108.07,1407024,1115089.75,327294.5
아이씨케이,자본총계,8502976,9106285,11530636,20387042,24412242.88,30046268.35,30421490.43,28259886.48,28981567.14,28211729.2,17255722.44,13958786.09,14816898.78,16905549.87
아이씨케이,매출액,20586704,23410851,31498275,35084595,39637261.78,46586083.71,33667110.81,25277088.04,29929259.01,24657739.98,27191581.04,24088357.11,24722106.23,27772933.81
아이씨케이,매출총이익,5023930,4681099,6039027,8450654,12445359.99,11500411.64,4957738.79,3272390.55,5683211.69,6263305.23,6170981.26,4700022.22,5916411.97,3874469
아이씨케이,영업이익,2097514,1372635,2782496,4354352,7739950.98,6457003.91,356439.01,-2099117.19,133554.98,163089.52,-7255525.77,-2276973,-159811.37,-3178049.01
아이씨케이,당기순이익,1254857,603309,2424351,3910133,6110648.28,5347058.74,453682.16,-1654319.15,631685.04,249933.72,-9736883.33,-2714528.29,6709.22,-3258438.14
아이씨케이,이자비용,641220,719830,608543,469546,372765,237695,199880,226066,225115,213417,285643,310370,449614,1964451
아이씨케이,EBITDA2,2914842,2393974,3816985,5453992,8640579.12,7618619.05,1537223.54,-966332.49,1406048.27,1491684.36,-5811377.91,-896160.44,700048.33,-2306328.53
지나인제약,유동자산,7615294,11372028,16445726,22638128,28435230.53,36956490.58,30822298.86,27435875.19,26511800.8,25450218.36,25580356.02,25318769.77,23392632.24,30210781.47
지나인제약,재고자산,2479849,3987014,4854742,8416844,12250098.85,14748251.95,11526661.72,13333276.13,15304049.31,9480696.7,10243882.49,7747783.23,13267794.61,3626816.55
지나인제약,매출채권및기타채권,2318118,5145798,8566363,8732890,14143222,14027153,13700118,8714863,8964291.1,13590741.82,9684315.03,5778030.92,7028676.14,4349737
지나인제약,당좌자산,5135445,7385014,11590985,14221284,16185131.56,22208239.86,19295636.65,14102598.59,11207751.45,15969521.66,15336473.53,17570986.54,10124837.63,11052790.04
지나인제약,부채총계,11517533,26792477,42882112,46758540,75878234.39,75896683.89,84179916.81,93939879.32,104928453.5,90238466.13,51279733.94,42866536.84,46840592.87,57310973.79
지나인제약,유동부채,7178558,13841339,26795732,32443108,55167159.43,60356959.26,59040858.43,73795481.7,82993454.62,80376177.94,47383333.68,30781977.87,40620027.59,42402311.01
지나인제약,순부채,5102884,18456240,29088073,37222822,51444939.28,44102071.57,60151768.8,73941392.76,75781608.35,60243816.06,26723175.24,11767447.95,28549297.93,29111901.2
지나인제약,자본총계,10374247,18058880,19091169,27786853,23280809.75,27066131.42,38246413.65,33237751.48,25302367.1,24008670.47,25755482.12,32199770.89,50431789.47,20696088.98
지나인제약,매출액,18049143,33461437,65341050,63386210,50802585.45,86465719.85,129048858.2,81327427.83,87049064.76,93027788.08,82030966.46,77858949.59,67739920,41550961.65
지나인제약,매출총이익,2785462,5176877,10006635,7115067,1625576.09,11453043.32,23610830.72,1454866.46,7399713.83,5279561.86,763342.43,13166451.3,11142903.86,-23179696.26
지나인제약,영업이익,545044,1791352,4986538,2612272,-4557122.37,3789639.76,14560201.83,-6802976.83,-3837591.32,-8938002.58,-11056015.69,4360837.39,3242307.43,-31877397.12
지나인제약,당기순이익,64875,779080,4712160,1834943,-5144929,2036175.19,9251891.48,-7293264,-13333966,-15579666,-22658515,6274646.29,-8677540.31,-45054883.42
지나인제약,이자비용,600192,977347,1190680,1657410,2560070,2970925,3123816,3425314,3090476,3242823,2873734,2237016,2084062,1977078
지나인제약,EBITDA2,2575891,4671286,9115963,8400242,4407590.63,16097025.76,28108502.83,7981783.17,11923036.68,5982038.42,5666429.31,16240330.39,16022710.43,-16934698.12
인화정공,유동자산,19858191,26016392,30480815,59051285,51125990.14,71723064.73,86738107.8,129240424.3,114092302.6,114724719.9,139413468.7,106839645.9,96512595.22,92039694.49
인화정공,재고자산,3209742,7408398,10192233,14650858,13323627.12,12831864.47,12821426.77,45325902.74,30344147.3,35107256.92,32725113.73,38835882.45,36436782.61,26180242.25
인화정공,매출채권및기타채권,7893556,10398430,16277040,19372920,25001621,21013639,20749532,31696408,17118857,18086186,20915694,17929655,20036113,16222047
인화정공,당좌자산,16648450,18607994,20288583,44400428,37802363.69,58891200.29,73916681.03,83914521.36,83748154.21,79617463.08,106688355.3,64003763.03,56075813.05,61859452.62
인화정공,부채총계,71389427,73587673,56860349,38095310,51923854.87,79628466.35,144403920.6,148503483.3,120458592.7,122100302.6,132135768.8,164061530.7,153649141.3,152296836.8
인화정공,유동부채,47911958,47202999,27097060,34829584,33189879.07,48849148.87,103923131.6,136895603.3,90582021.57,104525433.3,127731101.8,151037070.8,149942412.5,148709456
인화정공,순부채,51823844,50612941,39381754,-1769320,17678484.31,26342357.19,58878119.92,72217877.53,35021449.01,46306416.7,40374901.64,113425693.5,109013629.8,98681470.94
인화정공,자본총계,31636151,47341550,68056886,110450058,116518512,120382981,131188634,128967263.9,136728106.9,140383645.2,144699174.5,142076614.3,132781551.3,164400802.2
인화정공,매출액,44968724,64347448,60629072,72170004,84718516.97,88090855.12,81079026.39,113844612.2,123092696.1,95773759.78,103511364.8,99817006.78,129288748.1,105747185.3
인화정공,매출총이익,14990922,16755959,17504224,19126529,18294656.58,14378568.76,11138021.8,17456190.75,17376318.18,8641952.29,8779351.35,7414542.89,13304527.27,8799897.51
인화정공,영업이익,12477257,14270175,15107189,15937885,14911360.18,8545182.45,3161357.85,8501559.14,7895523.24,-772709.17,-490191.85,-2025352.73,2998542.12,-629693.73
인화정공,당기순이익,8931795,15428800,10411596,12031180,11555233,7123035,9657048,-1941442.08,8031413,-1130710.16,10423567.68,-1770935,-8467080.37,31817708.01
인화정공,이자비용,3099403,3717766,3007057,2027748,1010913,1639668,2579564,3984782,2951143,2445389,2431797,3892255,4080536,3280563
인화정공,EBITDA2,15385967,19735133,21504577,21885417,19219579.29,14530890.15,9601197.35,16359015.98,15670505.18,7282727.48,7494634.79,5722510.77,10673095.9,7134100.6
누리플랜,유동자산,11391186,15874718,20050150,28716828,35618159,34616213,32899332,15748539,20905253,17712827.35,21403124.17,21814586.91,54496949.99,60122570.32
누리플랜,재고자산,1781134,2007949,4697374,7167584,3001751,3305212,1714323,1337252,1432409,1186660.94,705649.57,2136417.75,17805307.99,16919892.45
누리플랜,매출채권및기타채권,6213747,7074689,9493950,12679665,22133861,16173864,15156262,7551608,8453797,9511833,12877122,8507725,25953715,30378924
누리플랜,당좌자산,9610051,13866769,15352775,21549244,32616408,31311000,31185009,14411286,12773872,16526166.68,20697473.88,13989707.75,32332808.65,38245379.36
누리플랜,부채총계,15821072,17914018,22905155,23180188,27524431,27849266,26027608,16903862,15296305,15997002.39,18211673.99,25243144,90172493.14,88159979.5
누리플랜,유동부채,14532990,15812421,18757926,20660899,25785504,17715057,25448049,16454131,13026834,13420066.08,17335941.41,18171049.76,72349578.12,70414273.9
누리플랜,순부채,5938258,1873329,2923439,22227,4006348,2672546,1573129,2720489,3503199,3457063.96,961092.26,8799923.46,54920176.32,46991199.86
누리플랜,자본총계,6822273,12293961,15802318,25809715,28154771,27525620,26294483,16672116,17264132,19393010.45,20855179.98,22018926.7,23586377.5,34266563.31
누리플랜,매출액,34159605,47030012,47228576,53205395,59455540,45093612,39376335,30610605,32142752,34411740.56,35622762.56,47668330.49,91289923.84,139352196.7
누리플랜,매출총이익,7516821,10971253,10428420,13015245,13436044,8383662,4579351,628307,6886723,6362478.81,7315016.07,8539446.85,16531846.01,25299146.07
누리플랜,영업이익,1161541,2880783,3249947,3579451,3740302,-1799507,-3799158,-7435493,1227663,725986.69,482431.97,-2318448.88,-2268367.67,6281055
누리플랜,당기순이익,244321,1901276,3508358,3416489,3287005,-1159803,-3219792,-9825220,483503,2371420.34,28437.1,526672.86,-3515905.78,2913263.99
누리플랜,이자비용,526107,594315,487851,441873,674399,857418,1003909,1051034,413693,270399,282735,657004,2401674,3148874
누리플랜,EBITDA2,1636118,3373540,3739339,4057557,4202358,-1310684,-3258156,-6932792,1665065,1142047.69,910029.97,-1421430.88,-152856.67,8936456
아이텍,유동자산,3075152,2041784,4253348,6436827,5028675.96,5483927.06,6159500.96,8441100.85,5100663.92,3832442.63,3650031.97,56782904.25,16076036.19,72947725.08
아이텍,재고자산,61584,39904,,,,,,,,,,,484138.7,980827.61
아이텍,매출채권및기타채권,1044652,650397,1817211,2344478,2613367,2017589,2197351,2715110,2940638.07,2168122.17,1996822,3712275,6007531,4823376
아이텍,당좌자산,3013569,2001881,4253348,6436826,5028675.56,5483926.88,6159500.14,6390341.74,5100663.93,3832442.63,3650031.44,24414168.79,15591897.22,69003306.99
아이텍,부채총계,7254414,8890299,11237671,25972640,28005246.86,31135338.31,24960229.25,36792452,25692524.64,21992528.48,23053640.41,82096645.1,44922560.09,67629685.96
아이텍,유동부채,2031631,1693814,3524459,7864284,12831306.6,10263374.07,11728481.52,13891453.85,6492122.94,6392914.47,7600770.98,10944326.25,30999992.13,53573934.29
아이텍,순부채,5306438,7723754,7275907,17343915,19490080.1,23717471.12,16961389.86,25781397.91,17707422.18,13520314.2,13733767.61,22777467.29,25652237.75,-27817300.8
아이텍,자본총계,5343700,5561121,13371940,24459938,24821477.93,23022487.11,23183845.89,23729651.52,23115123.69,24536921.6,26084005.63,37387547.53,50078000.15,78802253.04
아이텍,매출액,7272333,7591972,14843839,21915339,23767407.72,21429007.08,22199666.72,24416376.04,22953872.56,25780105.71,25847624.86,30905306.65,47026177.42,45568591.03
아이텍,매출총이익,2353500,1725246,5567855,5987028,4549271.18,1413386.13,2932552.51,2966095.12,909701.47,4451171.3,4953302.47,5492241.37,8887539.5,8120376.4
아이텍,영업이익,1542058,771872,4004333,3426184,1771097.4,-927841.65,941126.82,765987.19,-1509388.19,2139088.2,2481175.2,2496082.55,2385089.04,2788217.08
아이텍,당기순이익,1032469,217421,3405188,3149893,526890.73,-1868531.05,72965.46,871188.82,-585714.62,1433539.86,1512672.68,1576623,-8277080,-5250087
아이텍,이자비용,337168,466551,434246,756390,1155866,1365919,987999,468910,799296,473276,431350,1774954,3378688,1991777
아이텍,EBITDA2,3011498,2996805,7434440,9910118,9123133.27,7281142.4,9127116.29,9102194.24,6533991.28,8502074.31,7450145.71,9369777.33,12865067.68,14235046.91
부국퓨쳐스타즈스팩,유동자산,,,,14725753,15075394.79,15467358.24,,,,,,,,
부국퓨쳐스타즈스팩,재고자산,,,,,,,,,,,,,,
부국퓨쳐스타즈스팩,매출채권및기타채권,,,,,,,,,,,,,,
부국퓨쳐스타즈스팩,당좌자산,,,,,,,,,,,,,,
부국퓨쳐스타즈스팩,부채총계,,,,1993222,2148246.05,2296113.46,,,,,,,,
부국퓨쳐스타즈스팩,유동부채,,,,11567,10916.55,35136.36,,,,,,,,
부국퓨쳐스타즈스팩,순부채,,,,-991801,1999775.83,2163283.75,,,,,,,,
부국퓨쳐스타즈스팩,자본총계,,,,12732531,12927148.74,13171244.78,,,,,,,,
부국퓨쳐스타즈스팩,매출액,,,,67183,0,0,,,,,,,,
부국퓨쳐스타즈스팩,매출총이익,,,,-54593,0,0,,,,,,,,
부국퓨쳐스타즈스팩,영업이익,,,,-149316,-116225.06,-77855.07,,,,,,,,
부국퓨쳐스타즈스팩,당기순이익,,,,-115861,194618.19,244096.05,,,,,,,,
부국퓨쳐스타즈스팩,이자비용,,,,0,163474,178334,,,,,,,,
부국퓨쳐스타즈스팩,EBITDA2,,,,-149316,-116225.06,-77855.07,,,,,,,,
KNN,유동자산,34574095,45168969,45799092,47506769,40921698.08,43318579.62,50636808.27,45554272.96,43840871.1,47383714.82,46934917.46,54353533.53,57712888.44,57763757.93
KNN,재고자산,23019,67180,25519,28583,23514,288,322.5,,34120.6,35678.41,13271.14,,,
KNN,매출채권및기타채권,12909561,10570352,11639697,11820252,16941041.99,16404602.64,15154234.23,12362938.36,13301488.06,18045637.98,12533445.41,10952371.64,18618832.97,17639820
KNN,당좌자산,34551076,45101788,45773572,47478185,40898184.08,43318291.62,50636485.77,45554272.96,43806750.49,47348036.41,46921646.32,43795866.81,46764564.35,38993833.76
KNN,부채총계,6379778,5760659,6020507,6519839,17548667.31,27776283.43,12821764.7,12910736.64,15012116.49,20337248.18,17334777.15,15902302.42,13845410.83,13910585.66
KNN,유동부채,6379778,5760659,6020507,6519839,17238001.99,25825909.64,9684134.59,9480791.62,11603577.39,16805114.41,14046614.44,12401402.42,11227619.22,11305664.84
KNN,순부채,-20975697,-33954227,-33518040,-30780001,-22837858.63,-25984368.96,-34561644.25,-32446986.25,-29279416,-28877562.12,-34102472.11,-42958290.73,-38538514.55,-38905646.15
KNN,자본총계,100245989,108256537,113480194,130722759,137784468.5,161019225.2,168590479.1,171357535.7,174633763.6,177839753,185008549.6,190619265.7,195862880,199401206.9
KNN,매출액,49297240,48231956,45750323,50002626,57325470.05,58674999.51,58773231.99,59147022.32,62748443.51,61824765.96,65355374.65,64113045.63,71120187.42,57331562.09
KNN,매출총이익,20068238,18436221,18482693,19789462,23455855.41,23597267.54,19977734.55,20183278.62,20955508.46,19372769.28,24766156.41,24681609.15,27853228.42,23829862.17
KNN,영업이익,6874509,5738424,5564397,7813032,10252023.07,7807248.66,3454344.54,7388133.81,8254363.05,5935456.25,8587797.91,7803631.1,7443644.05,6206545.59
KNN,당기순이익,6708000,6493262,6767626,7576789,8519751.25,26123603.35,11897042.09,5642393.99,6948600.41,6853114.33,9581260.54,7809128.66,8050606.01,6132940.12
KNN,이자비용,0,0,0,0,,0,6665,0,0,0,0,0,21132,20714
KNN,EBITDA2,9604188,9060043,9017440,9995676,12347148.22,11125193.35,8246759.76,12006877.89,12868774.2,10806752.03,13111702.53,12117429.33,11754845.82,10396726.87
KH 일렉트론,유동자산,12492635,20489343,33339094,65433663,70499978.6,70702227.74,78665386.41,77868116.35,81247088.69,79058025.4,76749162.75,97591512.4,49735444.48,49600197.01
KH 일렉트론,재고자산,628478,1781566,2603563,4121290,7125337.06,5949509.27,6219058.53,5934387.13,6334658.48,4427188.63,5905572.16,6023465.69,6507202.38,3872414.59
KH 일렉트론,매출채권및기타채권,2853917,7303503,12728141,9789521,14358403.55,15783390.8,14772080.21,15234029.66,16803518.23,11897388.51,15291120.11,15078941,6775276.2,4023824.05
KH 일렉트론,당좌자산,11864157,18707777,30735532,61312374,63374641.55,64752718.47,72446328.11,71933728.75,74912430.21,74630836.4,70843590.59,72777173.88,25669861.79,33519358.3
KH 일렉트론,부채총계,3921374,9503488,8993795,11664698,12598149.47,7918723.17,10613531.37,10255281.65,10881630.36,9068527.11,7571035.94,47028376.73,55613295.95,37978185.18
KH 일렉트론,유동부채,3381137,9029005,8536383,11154104,12104527.71,7698754.37,10603531.37,10170471.73,10749045.32,8846249.16,7409415.66,46732923.17,50371185.75,34496315.35
KH 일렉트론,순부채,-8960909,-10671753,-17738677,-51447354,-48627392.2,-48637616.31,-55148218.68,-54719286.45,-55904582.58,-59999915.16,-53008747.46,-29489300.3,18778769.51,8051889.45
KH 일렉트론,자본총계,14095305,23964853,37160463,67687783,72697777.05,77393277.85,80672934.34,79615692.4,83093058.7,85191752.88,84102710.62,84600300.83,115661089.1,110462123.9
KH 일렉트론,매출액,27753469,47213903,83090179,82374786,77361507.28,62267974.29,67343727.05,53413029.84,59962018.79,57243847.2,47361093.46,40686888.99,36855517.18,17513830.78
KH 일렉트론,매출총이익,7607407,12535272,25712367,23969169,22945417.78,18669725.91,17783761.15,12818067.63,16944634.9,16247021.28,13866094.91,10111686.99,8014372.98,4747613.21
KH 일렉트론,영업이익,3505523,6349118,16891216,16113054,12600089.15,10052044.82,8216588.11,2953088.47,5403212.31,4872375.6,3947908.78,778778.82,-2604193.78,-11904164.76
KH 일렉트론,당기순이익,3062366,6517027,12044455,14207082,8998540.99,6810427.18,5596771.77,1617888.65,6205863.34,7001467.82,3475827.87,2674177.14,-14398335.26,-44614001.06
KH 일렉트론,이자비용,2,15956,2126,0,,0,0,0,0,8829,29991,256794,1815995,1363896
KH 일렉트론,EBITDA2,3726277,6737875,17942541,16748092,13156672.15,11127138.82,8990929.11,3653192.47,6127436.31,5675456.6,4736612.78,1559985.82,-1311143.78,-10949419.76
아나패스,유동자산,,7979616,27333053,72170182,74661527.84,91942356.3,63291758.06,92805699.55,73550773.6,76952127.68,78535871.73,75459451.04,102452831.6,79649925.8
아나패스,재고자산,,2032868,4735860,18602231,8040509.98,9382661.65,6271627.67,6152032.65,12437025.83,15258760,6060868.08,3636106.3,15713009.2,4751473.04
아나패스,매출채권및기타채권,,2337462,4153011,6324130,1479613.28,5115319.4,5557181,4419421.74,1840849.35,3007563.86,3477378.46,1499472.06,4637020.33,1085299.45
아나패스,당좌자산,,5946747,22597192,53567952,66621017.87,82559694.65,57020130.39,86653666.9,61113747.77,61693367.69,72475003.65,68370468.11,82943992.28,68373168.98
아나패스,부채총계,,4085104,7133849,6461347,6803762.98,9713827.8,14669366.56,25280187.56,20085317.4,22645005.97,20610273.12,23818783.72,69285735.2,74147920.75
아나패스,유동부채,,3293496,6148549,5035435,6743519.29,9647455.35,12669366.56,23878707.56,20085317.4,22645005.97,9380103.49,21586978.38,33219870.96,69611553.46
아나패스,순부채,,-2905794,-14195776,-42944175,-23907013.19,-19826736.46,4757304.22,-67165607.69,-45145165.61,-44403808.09,-55320753.42,-46112527.44,-37080916.52,-36244267.75
아나패스,자본총계,,4827561,22377371,68617719,74694418.08,88832541.45,87519396.64,98872133.78,102989650.4,76537218.72,76015226.23,69273644.61,55203934.75,18681654.31
아나패스,매출액,,9886431,55321191,93817466,100722799.2,98186736.27,91143024.68,134040807.7,99424411.03,99299891.46,87058622.59,51496711.39,60833181.94,100955537.5
아나패스,매출총이익,,5503960,23728956,36129441,35671637.56,41302565.56,38020768.28,58073842.15,41588258.07,35747503.93,32102693.03,17173769.7,14688340.29,10435651.99
아나패스,영업이익,,106871,16077958,24541326,18327372.04,18026046.7,12355245.61,23196897.36,10401909.18,7192156.14,4982208.12,-8017869.44,-23615808.22,-22426676.7
아나패스,당기순이익,,117036,17193459,22293234,16932331.04,16901002.71,2769002.58,11446110.04,2392644.95,-25410338.14,678656.16,-4210035.6,-22209909.73,-48978840.04
아나패스,이자비용,,49118,85975,27804,6347,0,264695,575570,641927,251442,289287,478967,659261,1780456
아나패스,EBITDA2,,477557,16926019,26525010,20825699.24,19980491.29,14498660.02,28446396.91,17151948.93,14807544.2,10088553.15,-4060974.29,-19046486.57,-17348985.25
선데이토즈,유동자산,,,75706,3594942,2897766,14954404.57,48332139.19,106238857.5,106633362.5,116266243.8,99939450.4,97460736.93,122715165.1,144064048.5
선데이토즈,재고자산,,,,,,,,,,,,,,
선데이토즈,매출채권및기타채권,,,,477392,91390,3633565.75,4303736.69,8902935.32,5029727.14,6571653.78,5175908.8,7612346.87,10291009,9052032
선데이토즈,당좌자산,,,75706,3594942,2897766,14954404.57,48332139.2,106238857.5,106633362.5,116266244.2,99939450.4,97460738,117810775,115366939.8
선데이토즈,부채총계,,,302,367194,251321,7825219.3,7283457.35,24308716.77,10377927.76,13934657.11,10278085.64,15532855.64,18604675.77,20654122.73
선데이토즈,유동부채,,,302,357294,206667,4375547.04,6829416.84,23213022.92,8990179.49,11815593.88,7669442.11,13792112.45,14719959.24,16658899.02
선데이토즈,순부채,,,-75533,-3117550,-2806265,-7964260.14,-43865064.07,-97084252.72,-101276961.5,-109453487.5,-93159226.52,-61639521.04,-83242454.37,-117064340.5
선데이토즈,자본총계,,,91656,3350374,2952544,7640694.14,42119565.21,85266598.39,104661766.4,119192391.3,127342846.6,136975596.5,136790860.7,144398223.5
선데이토즈,매출액,,,136100,813809,1120414,23801476.98,47615994.13,144095288.9,79658463.97,77291997.84,72654464.07,85986810.01,84400907.14,106203952.7
선데이토즈,매출총이익,,,136100,813809,1120414,10054858.95,47615994.13,144095288.9,79658463.97,77291997.84,72654464.07,85986810.01,84400907.14,106203952.7
선데이토즈,영업이익,,,41625,247795,-475612,8709329.79,17323331.36,60991088.76,25510447.75,17423046.43,12520686.23,8557118.93,2762398.32,12984963.85
선데이토즈,당기순이익,,,41656,233369,-397352,7558072.05,13950131.76,48367879.07,20390216.61,15023910.51,13706805.19,9921388.66,2962423.45,14643914.86
선데이토즈,이자비용,,,,,,292642,267377,13116,0,0,0,0,170144,143833
선데이토즈,EBITDA2,,,41625,261980,-427893,8744280.79,17390485.36,61211585.76,25766751.75,17797380.43,13027281.23,9193784.93,4611774.32,15170703.85
디케이락,유동자산,9878310,14349392,17343633,32468858,39963470.34,45083817.97,41911664.94,51199484.26,49548603.06,50814663.2,51152206.02,54132393.25,65560025.69,72542621.73
디케이락,재고자산,6252299,8824540,8572997,11190545,12568510.47,17577199.48,17551830.79,20306673.65,25265306.83,22131585.46,20014421.21,22101092.11,26372719.37,25950224.94
디케이락,매출채권및기타채권,3003163,4848358,7677889,8474543,13011931.11,15687187.97,15130414.73,16488246.63,18507718.23,17600907.45,17812590.3,23639434.93,28250149.99,23439790.2
디케이락,당좌자산,3626011,5524852,8770635,21278314,27394959.87,27506618.5,24359834.16,30892810.61,24283296.23,28683077.74,31137784.81,32031301.14,39187306.33,46592396.8
디케이락,부채총계,10132003,13797572,14494527,17068146,22444960.71,18607187.96,20542838.73,24521164.3,21002178.89,20216928.49,22397190.95,24544761.74,30829405.98,55145510.78
디케이락,유동부채,7954157,12090812,7619898,8919285,17728097.04,13442038.65,15726554.41,18292156.92,14232715.36,13975290.95,17740670.36,20013108.81,25825966.85,35132578.29
디케이락,순부채,4841241,6952743,6144896,-3506211,-5119082.82,-8212948.06,-738097.35,-4385327.73,1772362.94,-3246250,-1698530.33,2745092.94,5476452.22,10291681.32
디케이락,자본총계,7832499,9273930,13837666,32257377,44547124.71,63678598.43,67883283.61,73865809.37,76074436.73,77482860.67,77142955.05,84725942.4,92910653.23,91379180
디케이락,매출액,20078124,27026896,30521240,37045700,50442373.96,46935645.64,54579057.9,59100586.01,54328976.74,52002047.06,53555421.4,66504619.85,74368075.69,71190955.35
디케이락,매출총이익,5945051,8252310,11528788,11789362,18010174.62,17740357.55,16827247.43,17898843.02,13491080.29,11917778.68,11534132.36,17554557.9,22608481.51,14816897.27
디케이락,영업이익,2818830,4188528,6752517,5955077,10847210.5,10016743.8,6904742.32,6890527.25,4521793.61,2663967.1,1792484.19,5879928.32,9836289.35,2508611.3
디케이락,당기순이익,2182330,393980,4563736,3843756,7878765.44,7539474.03,5392877.88,5692457.8,4024477.58,2604487.83,485650.91,5600658.77,8496241.94,-120627.93
디케이락,이자비용,338239,427741,793914,993421,1167871,377894,205451,272763,258272,228714,243390,167674,186597,426138
디케이락,EBITDA2,3773515,5200259,7665411,7058979,11560846.5,10764445.8,8237449.32,8549308.25,6247424.61,4498768.1,3764074.19,7796665.32,11854210.35,4788266.3
코프라,유동자산,8258941,12106829,18399262,23581111,35017787.18,35693101.48,47114680.09,52086981.98,71992779.15,88595872.26,106901890.6,127469674.5,118649849.4,114701718.1
코프라,재고자산,3069893,6167350,6510770,8127734,13378263.4,14524006.37,13467286.76,15771922.68,13598076.32,17210838.1,24379280.59,43511017.37,33735662.75,27425126.03
코프라,매출채권및기타채권,4407157,5314923,10671232,14354512,19810888.22,20670146.85,21459344,22642119.86,27060983.29,35069420,41999500,63789093,50329702.47,40929549.46
코프라,당좌자산,5189048,5939480,11888493,15453376,21639523.78,21169095.11,33647394.39,36315059.3,58394703.14,71385033.19,82506208.19,82130084.51,76983981.36,63943377.74
코프라,부채총계,4979922,6048888,9647400,6667663,17455565.49,14679705.07,19518471.81,28455251.72,30594106.52,36905261.96,44151304.45,65677814.41,47298144.5,31745032.85
코프라,유동부채,4662004,5276918,9201107,6664798,17276381.76,14475839.09,9931847.52,28239817.89,20174303.45,36345459.24,43389388.74,64753768.12,45863299.39,30899676.72
코프라,순부채,2445819,3059416,1909706,-549709,9551366.5,7816973.74,3568125.76,13052623.23,14550708.38,16178687.69,-1866686.19,-1992051.96,-18141206.4,-37873011.75
코프라,자본총계,7813813,10377835,13398017,29552036,33758409.77,39113205.65,46266582,55405591,76631172.62,87785654.96,98141560.13,101703962.1,109112330.9,118672719.2
코프라,매출액,27389942,38265851,46989236,68288165,84182929.46,88396764.46,91297124.31,105294128.8,115810321.1,130126017.8,134792885.2,161369457.8,182893388.7,150917162.2
코프라,매출총이익,5372831,8102169,8198640,10479942,9692510.22,12372270.48,15617105.19,18764874.75,22764048.12,25800678.41,20185710.5,19390832.01,24181602.67,26167085.55
코프라,영업이익,2521445,3037955,3616280,5113022,4737797.34,7095331.47,9296106.05,10406401.33,12543381.25,14149306.6,8350469.26,6328708.37,9139428.47,11544639.5
코프라,당기순이익,1770324,2399837,3020181,4092135,3913274.14,5986947.1,7122845,8617759,10490882,12309703,5587986,4842683,8961752.07,12741803.5
코프라,이자비용,146106,199795,134567,186397,369262,331533,319966,477022,496791,477936,619459,831111,523076,288010
코프라,EBITDA2,2867850,3352962,3875930,5496075,5460589.34,8081519.47,10440884.05,11911188.33,14694686.25,16517928.6,10817675.26,8859029.37,12127473.47,14522188.5
